,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,Y
0,11.239323258729796,-0.0159463358868641,0.0193779603261563,-1.1775047527456206,-1.2627292632561793,0.9227078732341182,-0.0619098882146331,0.6604395348669237,-0.0797128417094667,-1.7529901197104394,0.2294422246640929,2.3898171017237555,-0.2848864307751989,-0.4945316836328804,1
1,11.25078528151579,-0.0286063581354338,-0.4849130793538812,-1.2648753625477047,-0.4299867009628892,0.967385492666206,-1.001234894237104,4.449295944625811,-1.148675918122958,-1.2974959722974002,-1.48018748293868,2.0068691254487794,0.0725659603942989,-0.1514987369743267,1
2,8.773311925350237,-1.304100094060012,-2.975731169848598,15.844831930976826,-1.0143918203066005,9.681100374799971,6.90124378082105,-3.1257901390345797,27.09573816995482,46.95561678878062,-4.045413071748784,12.65310137436899,4.766547548147028,-0.7847395493214189,-1
3,7.140905668455439,-0.706575819907557,-4.08743391335478,7.1713796949500015,1.4106546255627592,5.293826038776224,2.058185260171426,-0.0959128064356682,11.753911832115191,22.351361230443068,-2.424112055511755,7.005018796824401,2.397367946555916,0.3694353033541211,-1
4,4.788603405422446,-1.2681514491287158,-2.704120868067429,2.395106600361558,1.3525148712962074,2.798836982750715,0.755152746710745,-0.633777152068402,2.202328922280652,6.586426587337275,-0.8503854780768872,3.3423479101272267,-0.4972142305553154,0.4463878399779201,1
5,1.8209893956097123,-2.23297663294325,-1.896574249199827,1.6481969479875054,1.3681148622271635,2.1833834001867265,0.9085605974730712,-0.889945014881545,-2.695809025862917,0.1564916407619257,-0.5145944033881522,0.7092819092967838,-4.1569363493430185,0.6268278396688071,1
6,1.6534894676588634,-2.250968431707461,-1.747783130767404,0.9201932165629508,1.3834354224424563,1.9238701667283888,0.7086661247552731,-0.9022726419549564,-3.817673090594404,-2.176842810335362,-0.2254282442340752,0.1968501153098633,-4.325265849756071,0.6023309409215251,1
7,1.5647003296101407,-2.2752651336770806,-1.7458338614623514,0.8654338395603117,1.4138314066808382,2.0413801943491707,0.7318736215146792,-0.8213514361817325,-3.7653850177740336,-2.607667400835188,-0.1320094542202231,0.0879609627699579,-4.183840506978807,0.5726179524685482,1
8,1.507273504987271,-2.291775793330542,-1.777557439125246,0.9546554443166524,1.4471233539730453,2.1854915667181136,0.7857818746111588,-0.7522548459076042,-3.596175704828852,-2.7146657055823264,-0.0913274293161803,-0.0249826923502537,-4.172055581100433,0.5504324826442515,1
9,1.5011980362064845,-2.2928206198808305,-1.807449736293895,1.0384353560393147,1.4717461967248475,2.324768927264316,0.8442573563650503,-0.7016393833517052,-3.36938397698384,-2.5640388484035053,-0.0860284063310339,-0.0298036302213807,-4.11221406070146,0.5399442101493341,1
10,1.4576259861612104,-2.309494421759099,-1.823141013008973,1.0929135609281817,1.4949799855595012,2.4501337805035948,0.8963005953976775,-0.6449473863342643,-3.21713919754057,-2.586885254612806,-0.0573016076540037,-0.0723461543509976,-4.039267032408292,0.5225934764069657,1
11,1.427081160351897,-2.323630101835561,-1.8441284987869924,1.1937361169521798,1.5136273413071053,2.586238387631362,0.9594563699227106,-0.5881006461704894,-3.0005153938288256,-2.4684834015327626,-0.0468182523069112,-0.088451305271818,-3.9667391804356185,0.5089762150717001,1
12,1.3922048037793195,-2.334367574074244,-1.8688154908197192,1.2763807025880474,1.533790539137081,2.693281322124459,1.0010039149635634,-0.5324169103361935,-2.8225893924250336,-2.465757649828311,-0.019862996079251,-0.1083994176839284,-3.858580453588475,0.4969600518614465,1
13,1.370100752113509,-2.340505876054596,-1.8961763963891356,1.3514973596890223,1.5595517801384888,2.8290517633788723,1.0559337005751943,-0.4750721056917615,-2.595569720445743,-2.362141996659283,-0.0075686943204466,-0.1433510727040656,-3.82420936377634,0.4852482615224753,1
14,1.3320744065668926,-2.35556301514914,-1.9174175114294187,1.4244929981944578,1.5800876357895208,2.9322417686890767,1.0976576784556216,-0.420829845683555,-2.421190495375141,-2.3512365559560537,0.0167482614563829,-0.1902923496157598,-3.759732811800208,0.4696930988868202,1
15,0.9918484483490584,-0.598115554702058,-1.829164965891117,1.71683272497894,1.513725121104062,2.8694285533666544,1.7327522532572828,-0.1342167280881425,-2.1352277353877502,-2.468078135084012,0.1279527933300792,-0.5483597031529291,-3.417781213200698,0.3942076856266941,1
16,-0.7472785975777214,1.4249612441208244,-1.2857587196288898,0.7489652715038985,1.495657565054236,3.007592546033946,2.5242293957172444,0.3395595016000818,-1.0289034519908402,-2.286013850006483,0.086541158322571,-1.3864918541647016,-3.3104299557614,0.0045900456494269,1
17,-0.8873336933389823,1.4384680145890911,-1.2365043053449123,0.3996584872137865,1.5379370947941644,3.181375583876904,2.539689816200569,0.432515714703367,-0.6654493627112755,-2.163198121622429,0.0820944305918511,-1.4322238153796552,-3.5484757946450043,0.0470054913049122,1
18,-0.8355798441230383,1.4664056574027344,-1.346368872182862,1.038588571103996,1.4869818312781955,3.2405828201955846,2.5912560937032354,0.5028238727837697,-0.6053544905969122,-2.315556326036717,0.1003966061497177,-1.1441567047513956,-3.2306759391810225,0.0124277152901078,1
19,-0.8968176067440057,1.475439215412944,-1.3989671381972912,1.3946027297856858,1.4604438584577184,3.298914377511439,2.63183551033592,0.5635301172365869,-0.5453899054147792,-2.4323153171810845,0.1065812258397785,-0.956859216661436,-3.109716565279032,0.007940159127323,1
20,-1.2028752857973544,2.0389871181127077,-1.179040938985376,1.866205226786665,0.3182769875372346,4.454081694836054,0.7582879137618146,0.3257718570653317,-0.6637112200577083,-2.327297662745572,0.1565970091585784,-1.1122676060311312,-2.9008205282095307,-0.0281031818270961,1
21,-1.2508386099300222,2.050976667982836,-1.174711411991833,2.0839585880442426,0.1896381766183478,4.624538792289924,0.5768191023272287,0.3125193527267557,-0.6156631422545624,-2.275409250741321,0.1807643499737486,-1.2490934965366127,-2.7413540570678525,-0.0817549021757825,1
22,-1.250208188312263,2.0102259193243306,-1.1903379715366889,2.243531591318479,0.1822425779473806,4.668671731117255,0.6067398498212411,0.3349971544580301,-0.5237116309105511,-2.217264460735733,0.1964382123712102,-1.3382263206693386,-2.631276337793548,-0.1258241347202962,1
